timestamp,returns_1m_30,volatility_1m_30,mdd_1m_30,skewness_1m_30,kurtosis_1m_30,returns_1m_180,volatility_1m_180,mdd_1m_180,skewness_1m_180,kurtosis_1m_180,returns_5m_30,volatility_5m_30,mdd_5m_30,skewness_5m_30,kurtosis_5m_30,returns_5m_180,volatility_5m_180,mdd_5m_180,skewness_5m_180,kurtosis_5m_180,returns_15m_30,volatility_15m_30,mdd_15m_30,skewness_15m_30,kurtosis_15m_30,returns_15m_180,volatility_15m_180,mdd_15m_180,skewness_15m_180,kurtosis_15m_180,returns_1h_30,volatility_1h_30,mdd_1h_30,skewness_1h_30,kurtosis_1h_30,returns_1h_180,volatility_1h_180,mdd_1h_180,skewness_1h_180,kurtosis_1h_180,stopping_returns_1m_60,stopping_returns_1m_1440
1646092800000,0.0022334293613526235,0.0014320901413428005,0.00227615664379055,0.08709674071156923,0.03310501569272484,0.032030733282226054,0.003952164855410593,0.02657598696905783,5.138295130548799,38.59148112353386,0.037714028518381904,0.011162134271133693,0.021485681421793412,3.569085167701733,17.74406066483077,0.12320514238498914,0.006151388702603168,0.023255759484200222,3.8252844301680566,29.81088503575838,0.049809521353991526,0.010837310550990145,0.01526407476901026,3.2717503173717146,15.251401558737458,0.11885936487362292,0.007827222509763034,0.06227064160725837,1.973012747056053,17.45297709277296,0.10908019580045103,0.02005333969216481,0.03847783625546142,0.7015233604886522,3.457863733999029,0.14970728548409307,0.014541002512958196,0.11549124014151313,0.3287980862105211,3.898394501482006,0.008804108584006043,0.007802946930789867
1646179200000,0.006806298148949619,0.0012725768689102039,0.002964128111620612,-0.18369995962966454,0.7902773289332843,0.0045949592496452585,0.0012773856537705414,0.010483282607407496,0.40343319415337414,1.6518647037146756,0.011792231504199613,0.0018351204776684087,0.002698647123189346,-0.09898167970830175,-0.9747978294043675,0.023606842357283053,0.0035065916720041653,0.03656979763917745,-0.414893242853937,2.062794781624432,0.021650023712127764,0.00357385400186592,0.006619616530503913,0.14033385845177276,-0.5954704576003733,0.17673237505437123,0.007013318581850204,0.03408034306040708,3.1867796998172175,22.620480898593748,0.07806252982065609,0.012016350481702392,0.030454079708460036,1.4458917442678263,3.3385258138169793,0.18022274309088826,0.013940667397872229,0.11519056017352691,0.527382599365646,4.539557851609463,-0.0022982290117615767,-0.003425713126943397
1646265600000,-0.001908728487579281,0.0007864472702579898,0.0032405634591963217,0.172260910570091,0.3473962843193048,0.0025490288337188804,0.001004515061100877,0.00855843283149138,0.12385683684586192,4.040496552025971,0.002188041915969441,0.0019879526741495316,0.005867276752026029,-0.03907909329843069,1.596208498595861,0.0004556334090748404,0.0036801450127642316,0.03466665937288538,0.8629278331019303,25.83739167064175,-0.009149115755536119,0.0032895865027937916,0.017839071367798387,-0.544856322917438,2.420102548612746,0.021837291898304745,0.005271871630165502,0.03016042850464773,0.9209281603647143,9.343221202831963,0.002053968437328857,0.008055669517372582,0.027838269561840545,1.3970443047325805,5.917888715702068,0.12498824212081128,0.013965264953394552,0.11112099299807088,0.6403526830507567,4.265215278672465,0.0033207705574771484,-0.006555761386346393
1646352000000,-0.0011721299403206764,0.0005786506474817804,0.0021887444469695927,-0.15288878806960063,-0.7354982168708215,0.011124176023348253,0.0013598473884968228,0.005474084435323157,1.172146691152564,3.904587182453109,0.01237508957304212,0.003013512053905667,0.005177292026598224,1.9637236293552889,8.185566635340155,-0.022037669540691196,0.002984553152053418,0.051139961673017265,-0.054101414641387895,4.5549007345599835,-0.0011935142277107458,0.004406331582161173,0.012098653491035005,0.7633954115440778,0.9908494233185077,-0.04091463498662251,0.005132891174611268,0.063908601563896,0.8117132003756324,10.665528051844618,-0.026284403669724732,0.009490415498023473,0.04674862385321121,-1.080409068990974,2.516163148621706,0.2041682704185146,0.012989584527021838,0.07910994679751204,0.9599309960382229,4.9631007117006005,-0.01925175895720932,-0.031281220518047825
1646438400000,0.0030073315556140567,0.0008550050400529412,0.0031185244245128807,0.7697095339531028,1.4502897155910213,-0.010149413136310459,0.0015967478506029103,0.024713989128211433,-0.9311396988327807,4.70517591507608,-0.002235171662202995,0.0038590565102964137,0.021734432042116003,-0.5368591285683955,0.8253377208458939,-0.06179091192970687,0.0035075244916386848,0.07658205081073366,-0.37804436609918646,3.458475248989573,-0.039885478819246645,0.006466799718150863,0.05541509636176478,-1.0146290251642471,1.7336157785715538,-0.10449597295325141,0.005045621230545975,0.1220479951689164,-0.7476338898014367,2.3178158201654515,-0.07355229011987185,0.009766797192281775,0.08252789969126806,-1.318420502870233,2.689761927617383,-0.0054212115476709455,0.012275476295551119,0.14772274309900002,0.9296618902528242,6.220627662693981,-0.011422832601205135,-0.0052184545291245055
1646524800000,0.001475091592689548,0.0004609616282041678,0.0009611099968911407,-0.36911522430068927,0.3548159690421975,-0.0014894797414789496,0.0006490406091270556,0.006180948091744964,-0.3963600376234983,1.8158370602512877,-0.00322803857251841,0.0013676130528041909,0.005513142764616896,-0.5884731137886368,2.00206674391466,0.010151522882270392,0.0016019880301996231,0.007376026324783624,0.27026421029387304,2.555268358522757,-0.0023777051777252867,0.0021991124246566116,0.0060779613824215595,0.6046742287492527,0.7034717779006345,-0.04793738486755861,0.0039728879330146755,0.07412747038605705,-0.907132163598775,3.771877530904373,-0.029747415891491547,0.008113740131087227,0.04585247259756464,-1.7400477410133541,4.251167551816932,0.010391154465006158,0.01186896433110871,0.15580833169627828,0.9818866548175496,7.63610512045071,0.006657872451719671,-0.0013848984115818475
1646611200000,0.0027859217253609625,0.0015231278661527016,0.004095623357163625,0.367587530812802,0.1464791635325029,-0.010668690950693338,0.001634297776675719,0.025198576649543725,0.10383075601911575,1.9589656470099817,-0.016044891173069065,0.003317743929693659,0.023738120823657005,-0.015571022696397147,3.733692069308121,-0.016512614969222517,0.003036591437072603,0.027184328835206384,0.6674039565005816,3.5158081379511046,-0.018419448476793887,0.005261266343810074,0.02515879451573233,-1.1676476988337214,1.0748533085815013,-0.012669024184473354,0.004046853855120261,0.03678925296700575,-0.2880065919254924,4.0645242120610225,-0.02504010649727806,0.00826626534981502,0.03521023112812316,-0.43350728599074695,0.33996220526845367,-0.033501959620251265,0.011983830416368711,0.16509108838164055,1.0033823911247242,7.252051260573402,-0.0011566241244691522,-0.018835261040207496
1646697600000,-0.011018649749396259,0.002308455350445068,0.01475063028426049,-0.41254652251274104,-0.1133531418393261,0.011298710080348995,0.0022122535885952983,0.016759052252208084,0.538630494044947,1.826673348244955,0.008978763584015503,0.004459723511181999,0.012110507450873165,-0.708376138340772,0.5001857962758671,-0.005233079430520204,0.00420026780526352,0.057702399507277735,-0.31552989940328713,2.5559284452936915,-0.026546518227908655,0.008029989276547083,0.043947627034167325,-0.43077258697794113,0.6742606965878735,-0.037450932497914646,0.005672336842498468,0.05655925955581054,-0.3575381663387519,2.0225742855508697,-0.023105202630837374,0.012104649394428629,0.04532526471925469,-0.5861552626507174,-0.3477825983259444,-0.007548151732166497,0.012068226718898812,0.196213801946447,1.416012721103291,7.438879076830353,0.005274797918712881,0.018316791036527835
1646784000000,-0.000894098818814526,0.0005774616046188506,0.002092851620612235,-0.21689140409742017,0.5645018523432817,0.005360537761796902,0.0008325050031507711,0.004690048727913898,0.12714348904208175,0.5571510097952985,0.006231885262852677,0.0015182310427846743,0.002300811935124325,-0.17138934609805787,-0.5934240817049137,-0.0022456192777541295,0.0032447272130739536,0.025505051806130163,-0.03277893593972456,0.7379014891389803,0.014070025462614488,0.005505530082339019,0.02054996628985495,0.37781548210577565,1.0237438723744696,0.029882869680853075,0.005506459236497945,0.05531973846240157,-0.32343028528874157,1.4818580348116157,0.019769461600498417,0.010578343476296954,0.01984976746843503,-0.15638327817162695,0.8646720065306517,-0.13238574582026408,0.009402062187586591,0.16824363950306864,0.141750554353058,2.8361851811118157,0.005967084831776326,0.06617278849195851
1646870400000,-0.0017443770082113952,0.0009577111089734349,0.00415922884684039,0.5754425375089103,0.3819002923794015,0.003491740910623209,0.0009914972326003234,0.006750204625970535,-0.06941502956930297,1.7236017486431061,0.005035757110446015,0.0019888967509989267,0.005555986883787778,0.19196304496274957,-0.11316968028916197,-0.0015307333403006274,0.00241258331508421,0.019384845168584186,-0.04219709955488047,2.0377172034652045,-0.008118716301592555,0.0033344955161538725,0.014507268651467897,-0.6331922385465205,0.6892648969707662,0.0854625890410532,0.005606917937882244,0.022525406656611402,0.5334822451331854,3.3404093559252273,0.08424672354464424,0.014737316596798581,0.017562064389841536,2.981852071029818,13.310993612074943,-0.04689542364839194,0.010877133774904032,0.170671481837667,1.0774921588705122,8.079468681153177,-0.0038197539317947893,-0.030285464182778332
